tract_2010_boroct,tract_2020_geoid,borough,tract_2010_code,tract_2020_code
1015400,1015402,Manhattan,015400,015402
4004002,4004002,Queens,004002,004002
3036001,3036001,Brooklyn,036001,036001
3115800,3115800,Brooklyn,115800,115800
3123700,3123700,Brooklyn,123700,123700
3074200,3074200,Brooklyn,074200,074200
4152902,4152902,Queens,152902,152902
3018501,3018501,Brooklyn,018501,018501
1021303,1021303,Manhattan,021303,021303
5024401,5024401,Staten Island,024401,024401
3005000,,Brooklyn,005000,
1006800,1006800,Manhattan,006800,006800
1017700,1017700,Manhattan,017700,017700
1018700,1018700,Manhattan,018700,018700
1022200,1022200,Manhattan,022200,022200
1003602,1003602,Manhattan,003602,003602
3005201,,Brooklyn,005201,
3005202,,Brooklyn,005202,
4145900,4145900,Queens,145900,145900
1002602,1002602,Manhattan,002602,002602
1021800,1021800,Manhattan,021800,021800
2024100,2024100,Bronx,024100,024100
1005400,1005400,Manhattan,005400,005400
1020701,1020701,Manhattan,020701,020701
1017100,1017100,Manhattan,017100,017100
2018102,2018102,Bronx,018102,018102
1027100,1027100,Manhattan,027100,027100
1029500,1029500,Manhattan,029500,029500
2002500,2002500,Bronx,002500,002500
2003900,2003900,Bronx,003900,003900
1004000,1004001,Manhattan,004000,004001
2023900,2023900,Bronx,023900,023900
2002701,2002701,Bronx,002701,002701
2002702,2002702,Bronx,002702,002702
1008100,1008100,Manhattan,008100,008100
1017500,1017500,Manhattan,017500,017500
1017300,1017300,Manhattan,017300,017300
2041500,2041500,Bronx,041500,041500
2023301,2023301,Bronx,023301,023301
2017901,2017901,Bronx,017901,017901
1019900,1019900,Manhattan,019900,019900
4072300,4072300,Queens,072300,072300
4073700,4073700,Queens,073700,073700
2022902,2022902,Bronx,022902,022902
3061004,3061004,Brooklyn,061004,061004
3061200,3061200,Brooklyn,061200,061200
3117800,3117800,Brooklyn,117800,117800
5004000,5004002,Staten Island,004000,004002
4065400,4065401,Queens,065400,065401
3088800,3088800,Brooklyn,088800,088800
4036600,4036600,Queens,036600,036600
1008000,1008000,Manhattan,008000,008000
4138501,4138501,Queens,138501,138501
3007600,3007600,Brooklyn,007600,007600
3034000,3034000,Brooklyn,034000,034000
3005400,3005400,Brooklyn,005400,005400
4039800,4039800,Queens,039800,039800
4052800,4052800,Queens,052800,052800
4079000,4079000,Queens,079000,079000
4078800,4078800,Queens,078800,078800
3002000,3002000,Brooklyn,002000,002000
4137700,4137700,Queens,137700,137700
3016000,3016000,Brooklyn,016000,016000
2024900,2024900,Bronx,024900,024900
1005800,1005800,Manhattan,005800,005800
4004300,4004300,Queens,004300,004300
4008500,4008500,Queens,008500,008500
4077903,4077903,Queens,077903,077903
4053800,4053800,Queens,053800,053800
4058200,4058200,Queens,058200,058200
4056600,4056600,Queens,056600,056600
1006700,1006700,Manhattan,006700,006700
1007300,1007300,Manhattan,007300,007300
3036501,3036501,Brooklyn,036501,036501
1003400,1003400,Manhattan,003400,003400
1002800,1002800,Manhattan,002800,002800
3036400,3036400,Brooklyn,036400,036400
4071304,4071304,Queens,071304,071304
2012701,2012701,Bronx,012701,012701
2012102,2012102,Bronx,012102,012102
4064101,4064101,Queens,064101,064101
1026500,1026500,Manhattan,026500,026500
4028700,4028700,Queens,028700,028700
4030903,4030903,Queens,030903,030903
2006500,2006500,Bronx,006500,006500
3013200,3013200,Brooklyn,013200,013200
5002002,5002002,Staten Island,002002,002002
4065600,4065600,Queens,065600,065600
4036800,4036800,Queens,036800,036800
4042600,4042600,Queens,042600,042600
4027600,4027600,Queens,027600,027600
